LineDescription,TimePeriod,TableName,SeriesCode,LineNumber,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
"Civic and social organizations, gross output",2016-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0504166666666668,U20406
"Civic and social organizations, gross output",2016-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0425833333333332,U20406
"Civic and social organizations, gross output",2016-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0389166666666667,U20406
"Civic and social organizations, gross output",2016-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0421666666666667,U20406
"Civic and social organizations, gross output",2016-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0405,U20406
"Civic and social organizations, gross output",2016-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0338333333333332,U20406
"Civic and social organizations, gross output",2016-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.03075,U20406
"Civic and social organizations, gross output",2016-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0318333333333332,U20406
"Civic and social organizations, gross output",2016-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0383333333333333,U20406
"Civic and social organizations, gross output",2016-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0419166666666668,U20406
"Civic and social organizations, gross output",2016-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.049,U20406
"Civic and social organizations, gross output",2016-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0590833333333332,U20406
"Civic and social organizations, gross output",2017-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0705,U20406
"Civic and social organizations, gross output",2017-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0710833333333332,U20406
"Civic and social organizations, gross output",2017-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0650833333333332,U20406
"Civic and social organizations, gross output",2017-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0471666666666668,U20406
"Civic and social organizations, gross output",2017-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.037,U20406
"Civic and social organizations, gross output",2017-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.03475,U20406
"Civic and social organizations, gross output",2017-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0440833333333333,U20406
"Civic and social organizations, gross output",2017-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0475,U20406
"Civic and social organizations, gross output",2017-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0364166666666668,U20406
"Civic and social organizations, gross output",2017-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0330833333333334,U20406
"Civic and social organizations, gross output",2017-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.03175,U20406
"Civic and social organizations, gross output",2017-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0315833333333333,U20406
"Civic and social organizations, gross output",2018-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0348333333333333,U20406
"Civic and social organizations, gross output",2018-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.04475,U20406
"Civic and social organizations, gross output",2018-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0516666666666667,U20406
"Civic and social organizations, gross output",2018-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0605833333333332,U20406
"Civic and social organizations, gross output",2018-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0720833333333333,U20406
"Civic and social organizations, gross output",2018-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0943333333333332,U20406
"Civic and social organizations, gross output",2018-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1190833333333332,U20406
"Civic and social organizations, gross output",2018-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.12225,U20406
"Civic and social organizations, gross output",2018-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.10475,U20406
"Civic and social organizations, gross output",2018-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0683333333333334,U20406
"Civic and social organizations, gross output",2018-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.046,U20406
"Civic and social organizations, gross output",2018-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0534166666666667,U20406
"Civic and social organizations, gross output",2019-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0711666666666668,U20406
"Civic and social organizations, gross output",2019-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.08,U20406
"Civic and social organizations, gross output",2019-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.06725,U20406
"Civic and social organizations, gross output",2019-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0426666666666669,U20406
"Civic and social organizations, gross output",2019-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.01875,U20406
"Civic and social organizations, gross output",2019-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0276666666666667,U20406
"Civic and social organizations, gross output",2019-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0869166666666668,U20406
"Civic and social organizations, gross output",2019-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1179166666666667,U20406
"Civic and social organizations, gross output",2019-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1086666666666667,U20406
"Civic and social organizations, gross output",2019-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.13975,U20406
"Civic and social organizations, gross output",2019-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1670833333333333,U20406
"Civic and social organizations, gross output",2019-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1580833333333334,U20406
"Civic and social organizations, gross output",2020-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0740833333333333,U20406
"Civic and social organizations, gross output",2020-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9969166666666667,U20406
"Civic and social organizations, gross output",2020-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.8933333333333334,U20406
"Civic and social organizations, gross output",2020-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.8269166666666666,U20406
"Civic and social organizations, gross output",2020-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.8549166666666667,U20406
"Civic and social organizations, gross output",2020-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.8746666666666666,U20406
"Civic and social organizations, gross output",2020-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.90175,U20406
"Civic and social organizations, gross output",2020-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9135833333333334,U20406
"Civic and social organizations, gross output",2020-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9175833333333334,U20406
"Civic and social organizations, gross output",2020-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9133333333333333,U20406
"Civic and social organizations, gross output",2020-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.90425,U20406
"Civic and social organizations, gross output",2020-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.8925833333333334,U20406
"Civic and social organizations, gross output",2021-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9091666666666667,U20406
"Civic and social organizations, gross output",2021-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9183333333333333,U20406
"Civic and social organizations, gross output",2021-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9079166666666666,U20406
"Civic and social organizations, gross output",2021-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9333333333333333,U20406
"Civic and social organizations, gross output",2021-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9436666666666667,U20406
"Civic and social organizations, gross output",2021-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9485833333333333,U20406
"Civic and social organizations, gross output",2021-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9325,U20406
"Civic and social organizations, gross output",2021-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9186666666666666,U20406
"Civic and social organizations, gross output",2021-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.916,U20406
"Civic and social organizations, gross output",2021-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,0.9725,U20406
"Civic and social organizations, gross output",2021-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.038,U20406
"Civic and social organizations, gross output",2021-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0988333333333333,U20406
"Civic and social organizations, gross output",2022-01-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1185,U20406
"Civic and social organizations, gross output",2022-02-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1455833333333332,U20406
"Civic and social organizations, gross output",2022-03-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1543333333333332,U20406
"Civic and social organizations, gross output",2022-04-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1085833333333333,U20406
"Civic and social organizations, gross output",2022-05-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.0963333333333332,U20406
"Civic and social organizations, gross output",2022-06-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.07825,U20406
"Civic and social organizations, gross output",2022-07-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.1448333333333331,U20406
"Civic and social organizations, gross output",2022-08-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.20775,U20406
"Civic and social organizations, gross output",2022-09-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.23575,U20406
"Civic and social organizations, gross output",2022-10-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.268,U20406
"Civic and social organizations, gross output",2022-11-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.25625,U20406
"Civic and social organizations, gross output",2022-12-01,U20406,DCIORX,354,Chained Dollars,Level,6,1.2583333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4660833333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4485,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5035833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5001666666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5115,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5144166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5491666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5448333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.58425,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5509166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.597,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2007-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.60925,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6035,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.566,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.576,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5540833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5576666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.56925,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5558333333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.532,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4994166666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5268333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.50125,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2008-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4889166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4978333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4868333333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4535833333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4754166666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4951666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.472,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4786666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.4876666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.50475,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5163333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5204166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2009-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5218333333333331,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5241666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5405,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6025,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6020833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.5941666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6198333333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.62775,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6381666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6706666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6608333333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6995833333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2010-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.70825,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6961666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.6910833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7291666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7358333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7389166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7583333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7326666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.7471666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8105,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.81925,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8275,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2011-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.86025,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8761666666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8749166666666668,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.9105833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8788333333333334,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8854166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8683333333333332,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.85825,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.8551666666666669,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.93025,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.938,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.9605833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2012-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.002,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,1.9936666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.0004166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.043,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.0646666666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.0309166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.06075,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.0889166666666665,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.1294166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.1330833333333334,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.1490833333333335,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.1718333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2013-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.13825,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.1669166666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.2386666666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.259,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.2839166666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.27075,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.31,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.3191666666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.3753333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.394,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.3993333333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.4265833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2014-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.48325,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.46325,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.46725,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.533,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.53275,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.5551666666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.57325,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.587,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.632,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.6395833333333334,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.6335833333333336,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7305,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2015-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7603333333333335,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7350833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.757,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7734166666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7645,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.7941666666666665,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.8629166666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.8629166666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.886,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.905,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-10-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.9404166666666667,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-11-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.9783333333333335,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2016-12-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.01875,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-01-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.9774166666666666,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-02-01,U20406,DCLFRX,26,Chained Dollars,Level,6,2.9875833333333337,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-03-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.0201666666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-04-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.1564166666666664,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-05-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.1614166666666663,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-06-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.13925,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-07-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.3136666666666663,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-08-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.4530833333333333,U20406
"Clocks, lamps, lighting fixtures, and other household decorative items",2017-09-01,U20406,DCLFRX,26,Chained Dollars,Level,6,3.5205833333333336,U20406
